,command_address,response_address,command_memory,response_memory,command_memory_count,response_memory_count,comm_read_function,comm_write_fun,resp_read_fun,resp_write_fun,sub_function,command_length,resp_length,HH,'H','L',LL,control_mode,control_scheme,pump,crc_rate,measurement,time,result
4054,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4055,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4056,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4057,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4058,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.5051378642814e-36,1.23,b'0'
4059,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4060,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,8589938688.0,1.1,b'0'
4061,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.72191555296234e-41,1.23,b'0'
4062,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4063,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4064,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4065,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4066,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.44537253423543e-41,1.11,b'0'
4067,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.76158192263132e-37,1.19,b'0'
4068,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4069,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.40129846432482e-45,1.16,b'0'
4070,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4071,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4072,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4073,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4074,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4075,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,2.0,1.0,0.0,1.0,3.68934881474191e+19,1.18,b'0'
4076,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.67341984631965e-40,1.26,b'0'
4077,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4078,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4079,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4080,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4081,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4082,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4083,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4084,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4085,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4086,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4087,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4088,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4089,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4090,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4091,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.24207754291971e-43,1.18,b'0'
4092,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4093,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4094,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.31214246613595e-43,1.15,b'0'
4095,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,4.87876073339328e-40,1.22,b'0'
4096,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,4.48415508583941e-44,1.11,b'0'
4097,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4098,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,5.73971850987445e-41,1.26,b'0'
4099,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4100,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,5.73971850987445e-41,1.28,b'0'
4101,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4102,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4103,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4104,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4105,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4106,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4107,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4108,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4109,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4110,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.37753244236987e-39,1.29,b'0'
4111,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,6.42848473105938e-40,1.29,b'0'
4112,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4113,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4114,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.54074395550979e-33,1.01,b'0'
4115,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.0842021724855e-19,1.23,b'0'
4116,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4117,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4118,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4119,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4120,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4121,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4122,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4123,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4124,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4125,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,6.3136903608619e-41,1.08,b'0'
4126,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4127,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,8.96831017167883e-44,1.12,b'0'
4128,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4129,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4130,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4131,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4132,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,4.64558466892963e-40,1.11,b'0'
4133,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.82168800362226e-44,1.11,b'0'
4134,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,7.3468396926393e-40,1.23,b'0'
4135,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.76158192263132e-37,1.25,b'0'
4136,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,6.01853107621011e-36,1.12,b'0'
4137,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4138,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.10203296038822e-39,1.08,b'0'
4139,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4140,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.86372695755201e-43,1.23,b'0'
4141,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.15239444120292e-42,1.01,b'0'
4142,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.76158192263132e-37,1.3,b'0'
4143,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.94605647553868e-42,1.09,b'0'
4144,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4145,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4146,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4147,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4148,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4149,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4150,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,4.59177480789956e-40,1.17,b'0'
4151,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,5.02225369614014e-42,1.13,b'0'
4152,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4153,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.19386145005389e-39,1.26,b'0'
4154,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4155,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,5.51237184702239e-40,1.3,b'0'
4156,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,-3.68934881474191e+19,1.0,b'7'
4157,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.86985925493723e-41,1.05,b'0'
4158,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,8.03756773167429e-41,1.28,b'0'
4159,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,6.3136903608619e-41,1.13,b'0'
4160,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4161,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4162,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4163,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4164,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4165,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4166,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4167,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,-2.52435489670724e-29,1.01,b'7'
4168,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4169,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4170,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,7.17464813734306e-43,1.11,b'0'
4171,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4172,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.85185988877447e-34,1.21,b'0'
4173,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4174,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,5.73971850987445e-42,1.04,b'0'
4175,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4176,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.35098870164458e-38,1.25,b'0'
4177,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.5414283107573e-44,1.1,b'0'
4178,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.72191555296234e-41,1.23,b'0'
4179,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4180,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,2.01786978862774e-43,1.08,b'0'
4181,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.54074395550979e-33,1.16,b'0'
4182,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,1.83670992315982e-40,1.28,b'0'
4183,7.0,7.0,183.0,233.0,9.0,10.0,3.0,10.0,3.0,10.0,0.0,25.0,21.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,3.76158192263132e-37,1.07,b'0'
4184,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4185,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4186,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.01,b'7'
4187,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
4188,7.0,0.0,183.0,0.0,9.0,0.0,3.0,10.0,3.0,0.0,0.0,25.0,123.0,90.0,80.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,b'7'
